customer_id,status,name,country,rental_id,movie_title,length,category,rating,price,rental_duration,payment_date,rental_date,return_date,return_duration,return_status,amount
231,active,"GEORGIA JACOBS",India,512,"ISHTAR ROCKETEER",79,Animation,R,4.99,4,2005-05-28,2005-05-28,2005-06-05,8,late,8.99
489,active,"RICARDO MEADOR",Japan,513,"BAKED CLEOPATRA",182,Family,G,2.99,3,2005-05-28,2005-05-28,2005-05-29,1,"on time",2.99
597,active,"FREDDIE DUGGAN",Peru,514,"GOODFELLAS SALUTE",56,Sci-Fi,PG,4.99,4,2005-05-28,2005-05-28,2005-06-05,8,late,8.99
110,active,"TIFFANY JORDAN",China,515,"ROCKY WAR",145,Drama,PG-13,4.99,4,2005-05-28,2005-05-28,2005-06-04,7,late,7.99
400,active,"BRYAN HARDISON","United States",516,"VOLCANO TEXAS",157,Games,NC-17,0.99,6,2005-05-28,2005-05-28,2005-06-04,7,late,1.99
403,active,"MIKE WAY",India,517,"BALLROOM MOCKINGBIRD",173,Foreign,G,0.99,6,2005-05-28,2005-05-28,2005-05-29,1,"on time",0.99
480,active,"COREY HAUSER",Turkey,518,"TIMBERLAND SKY",69,Classics,G,0.99,3,2005-05-28,2005-05-28,2005-05-30,2,"on time",0.99
245,active,"COURTNEY DAY","South Korea",519,"SECRETS PARADISE",109,Family,G,4.99,3,2005-05-28,2005-05-28,2005-06-03,6,late,7.99
161,active,"GERALDINE PERKINS",Israel,520,"STATE WASTELAND",113,Games,NC-17,2.99,4,2005-05-28,2005-05-28,2005-06-04,7,late,5.99
374,active,"JEREMY HURTADO",Brazil,521,"LION UNCUT",50,Comedy,PG,0.99,6,2005-05-28,2005-05-28,2005-05-28,0,"on time",0.99
382,active,"VICTOR BARKLEY","United States",522,"PULP BEVERLY",89,Horror,G,2.99,4,2005-05-28,2005-05-28,2005-05-31,3,"on time",2.99
138,active,"HAZEL WARREN",China,523,"HIGH ENCINO",84,Horror,R,2.99,3,2005-05-28,2005-05-28,2005-05-31,3,"on time",2.99
223,active,"MELINDA FERNANDEZ",Pakistan,524,"HOMICIDE PEACH",141,Family,PG-13,2.99,6,2005-05-28,2005-05-28,2005-05-31,3,"on time",2.99
14,active,"BETTY WHITE","United States",525,"HANDICAP BOONDOCK",108,Action,R,0.99,4,2005-05-28,2005-05-28,2005-06-06,9,late,5.99
408,active,"MANUEL MURRELL","Sri Lanka",526,"FARGO GANDHI",130,Children,G,2.99,3,2005-05-28,2005-05-28,2005-05-30,2,"on time",2.99
169,"non active","ERICA MATTHEWS",China,527,"BEAR GRACELAND",160,Children,R,2.99,4,2005-05-28,2005-05-28,2005-06-02,5,late,3.99
359,active,"WILLIE MARKHAM",Argentina,528,"GLEAMING JAWBREAKER",89,Sports,NC-17,2.99,5,2005-05-28,2005-05-28,2005-06-03,6,late,3.99
469,active,"WESLEY BULL",Spain,529,"MIDSUMMER GROUNDHOG",48,Documentary,G,4.99,3,2005-05-28,2005-05-28,2005-05-30,2,"on time",4.99
312,active,"MARK RINEHART","Saudi Arabia",530,"RIVER OUTLAW",149,Sports,PG-13,0.99,4,2005-05-28,2005-05-28,2005-06-01,4,"on time",0.99
589,active,"TRACY HERRMANN",Ecuador,531,"DOWNHILL ENOUGH",47,Comedy,G,0.99,3,2005-05-28,2005-05-28,2005-05-29,1,"on time",0.99
120,active,"SYLVIA ORTIZ",Colombia,532,"MYSTIC TRUMAN",92,Comedy,NC-17,0.99,5,2005-05-28,2005-05-28,2005-06-02,5,"on time",0.99
528,active,"CLAUDE HERZOG",Angola,533,"VELVET TERMINATOR",173,Comedy,R,4.99,3,2005-05-28,2005-05-28,2005-06-01,4,late,5.99
184,active,"VIVIAN RUIZ",Netherlands,534,"DEER VIRGINIAN",106,Music,NC-17,2.99,7,2005-05-28,2005-05-28,2005-06-06,9,late,4.99
307,active,"JOSEPH JOY",Brazil,535,"TRUMAN CRAZY",92,Action,G,4.99,7,2005-05-28,2005-05-28,2005-05-31,3,"on time",4.99
514,active,"FRANKLIN TROUTMAN",China,536,"OZ LIAISONS",85,Animation,R,2.99,4,2005-05-28,2005-05-28,2005-06-03,6,late,4.99
315,"non active","KENNETH GOODEN",Israel,537,"PINOCCHIO SIMON",103,Comedy,PG,4.99,4,2005-05-28,2005-05-28,2005-06-05,8,late,8.99
110,active,"TIFFANY JORDAN",China,538,"JUGGLER HARDLY",54,Animation,PG-13,0.99,4,2005-05-28,2005-05-28,2005-06-02,5,late,1.99
161,active,"GERALDINE PERKINS",Israel,539,"RUNAWAY TENENBAUMS",181,New,NC-17,0.99,6,2005-05-28,2005-05-28,2005-05-30,2,"on time",0.99
119,active,"SHERRY MARSHALL",Egypt,540,"RIDGEMONT SUBMARINE",46,New,PG-13,0.99,3,2005-05-28,2005-05-28,2005-06-06,9,late,6.99
535,active,"JAVIER ELROD",Chad,541,"GO PURPLE",54,Music,R,0.99,3,2005-05-28,2005-05-28,2005-06-02,5,late,2.99
261,active,"DEANNA BYRD",Philippines,542,"WHALE BIKINI",109,Foreign,PG-13,4.99,4,2005-05-28,2005-05-28,2005-06-03,6,late,6.99
493,active,"BRENT HARKINS",Turkey,543,"CANDIDATE PERDITION",70,Classics,R,2.99,4,2005-05-28,2005-05-28,2005-06-06,9,late,7.99
311,active,"PAUL TROUT","Russian Federation",544,"PACIFIC AMISTAD",144,Documentary,G,0.99,3,2005-05-28,2005-05-28,2005-06-06,9,late,6.99
54,active,"TERESA ROGERS",Japan,545,"DOOM DANCING",68,Comedy,R,0.99,4,2005-05-28,2005-05-28,2005-06-04,7,late,3.99
20,active,"SHARON ROBINSON",Pakistan,546,"BUTTERFLY CHOCOLAT",89,New,G,0.99,3,2005-05-28,2005-05-28,2005-06-01,4,late,1.99
506,active,"LESLIE SEWARD",Indonesia,547,"IDAHO LOVE",172,New,PG-13,2.99,3,2005-05-28,2005-05-28,2005-06-06,9,late,8.99
450,active,"JAY ROBB",Indonesia,548,"SLUMS DUCK",147,Family,PG,0.99,5,2005-05-28,2005-05-28,2005-06-05,8,late,3.99
159,active,"JILL HAWKINS",Austria,549,"HANDICAP BOONDOCK",108,Action,R,0.99,4,2005-05-28,2005-05-28,2005-06-02,5,late,1.99
432,active,"EDWIN BURK","South Africa",550,"SHRUNK DIVINE",139,Action,R,2.99,6,2005-05-28,2005-05-28,2005-06-06,9,late,5.99
315,"non active","KENNETH GOODEN",Israel,551,"PLUTO OLEANDER",84,New,R,4.99,5,2005-05-28,2005-05-28,2005-06-02,5,"on time",4.99
106,active,"CONNIE WALLACE","Russian Federation",552,"AFRICAN EGG",130,Family,G,2.99,6,2005-05-28,2005-05-28,2005-06-04,7,late,3.99
176,active,"JUNE CARROLL",Algeria,553,"EYES DRIVING",172,Sci-Fi,PG-13,2.99,4,2005-05-28,2005-05-28,2005-06-02,5,late,3.99
376,active,"RANDY GAITHER","Russian Federation",554,"HOLY TADPOLE",88,Classics,R,0.99,6,2005-05-28,2005-05-28,2005-05-31,3,"on time",0.99
55,active,"DORIS REED","Russian Federation",555,"WASH HEAVENLY",161,Foreign,R,4.99,7,2005-05-28,2005-05-28,2005-05-30,2,"on time",4.99
22,active,"LAURA RODRIGUEZ",Morocco,556,"HAMLET WISDOM",146,Sci-Fi,R,2.99,7,2005-05-28,2005-05-28,2005-06-06,9,late,4.99
444,active,"MARCUS HIDALGO",Estonia,557,"ARABIA DOGMA",62,Horror,NC-17,0.99,6,2005-05-28,2005-05-28,2005-06-03,6,"on time",0.99
442,active,"LEROY BUSTAMANTE",China,558,"TRAINSPOTTING STRANGERS",132,Comedy,PG-13,4.99,7,2005-05-28,2005-05-28,2005-06-06,9,late,6.99
572,active,"SIDNEY BURLESON",Poland,559,"EDGE KISSING",153,Drama,NC-17,4.99,5,2005-05-28,2005-05-28,2005-06-05,8,late,7.99
463,active,"DARRELL POWER",Canada,560,"CHEAPER CLYDE",87,Sci-Fi,G,0.99,6,2005-05-28,2005-05-28,2005-06-04,7,late,1.99
77,active,"JANE BENNETT",Brazil,561,"DANCING FEVER",144,Documentary,G,0.99,6,2005-05-28,2005-05-28,2005-06-05,8,late,2.99
102,active,"CRYSTAL FORD",Israel,562,"ROOTS REMEMBER",89,Classics,PG-13,0.99,4,2005-05-28,2005-05-28,2005-06-02,5,late,1.99
324,active,"GARY COY",China,563,"ALAMO VIDEOTAPE",126,Foreign,G,0.99,6,2005-05-28,2005-05-28,2005-06-06,9,late,3.99
282,active,"JENNY CASTRO","Puerto Rico",564,"PACKER MADIGAN",84,Animation,PG-13,0.99,3,2005-05-28,2005-05-28,2005-05-29,1,"on time",0.99
288,active,"BOBBIE CRAIG",Mexico,565,"FOOL MOCKINGBIRD",158,Action,PG,4.99,3,2005-05-28,2005-05-28,2005-06-01,4,late,5.99
253,active,"TERRY CARLSON",Japan,566,"VIRGIN DAISY",179,Drama,PG-13,4.99,6,2005-05-28,2005-05-28,2005-06-05,8,late,6.99
184,active,"VIVIAN RUIZ",Netherlands,567,"REUNION WITCHES",63,Drama,R,0.99,3,2005-05-28,2005-05-28,2005-06-01,4,late,1.99
155,active,"GAIL KNIGHT",Switzerland,568,"JERICHO MULAN",171,Games,NC-17,2.99,3,2005-05-28,2005-05-28,2005-05-31,3,"on time",2.99
56,active,"GLORIA COOK","French Polynesia",569,"WORKING MICROCOSMOS",74,Travel,R,4.99,4,2005-05-28,2005-05-28,2005-06-03,6,late,6.99
21,active,"MICHELLE CLARK",Bangladesh,570,"DRACULA CRYSTAL",176,Classics,G,0.99,7,2005-05-28,2005-05-28,2005-05-30,2,"on time",0.99
516,active,"ELMER NOE",Cambodia,571,"UNFORGIVEN ZOOLANDER",129,Sci-Fi,PG,0.99,7,2005-05-28,2005-05-28,2005-06-05,8,late,1.99
337,active,"JERRY JORDON",Japan,572,"HELLFIGHTERS SIERRA",75,Foreign,PG,2.99,3,2005-05-28,2005-05-28,2005-06-02,5,late,4.99
1,active,"MARY SMITH",Japan,573,"TALENTED HOMICIDE",173,Sports,PG,0.99,6,2005-05-28,2005-05-28,2005-06-03,6,"on time",0.99
76,active,"IRENE PRICE",Kazakstan,574,"STORM HAPPINESS",57,Animation,NC-17,0.99,6,2005-05-28,2005-05-28,2005-06-04,7,late,1.99
142,active,"APRIL BURNS","United Kingdom",575,"WIFE TURN",183,Documentary,NC-17,4.99,3,2005-05-28,2005-05-28,2005-06-05,8,late,9.99
588,active,"MARION OCAMPO",China,576,"HAWK CHILL",47,Documentary,PG-13,0.99,5,2005-05-28,2005-05-28,2005-06-04,7,late,2.99
6,active,"JENNIFER DAVIS","United States",577,"BLUES INSTINCT",50,Family,G,2.99,5,2005-05-28,2005-05-28,2005-06-01,4,"on time",2.99
173,active,"AUDREY RAY",Austria,578,"OTHERS SOUP",118,Travel,PG,2.99,7,2005-05-28,2005-05-28,2005-06-02,5,"on time",2.99
181,active,"ANA BRADLEY","United States",579,"SATISFACTION CONFIDENTIAL",75,Sports,G,4.99,3,2005-05-28,2005-05-28,2005-06-02,5,late,6.99
17,active,"DONNA THOMPSON","Russian Federation",580,"SCISSORHANDS SLUMS",147,Foreign,G,2.99,5,2005-05-28,2005-05-28,2005-06-01,4,"on time",2.99
186,active,"HOLLY FOX",India,581,"FANTASY TROOPERS",58,Action,PG-13,0.99,6,2005-05-28,2005-05-28,2005-06-04,7,late,1.99
198,active,"ELSIE KELLEY",Nigeria,582,"ZORRO ARK",50,Comedy,NC-17,4.99,3,2005-05-28,2005-05-28,2005-05-29,1,"on time",4.99
386,active,"TODD TAN",Ukraine,583,"MODEL FISH",175,Children,NC-17,4.99,4,2005-05-28,2005-05-28,2005-06-04,7,late,7.99
69,active,"JUDY GRAY",Algeria,584,"HANOVER GALAXY",47,Music,NC-17,4.99,5,2005-05-28,2005-05-28,2005-06-01,4,"on time",4.99
490,active,"SAM MCDUFFIE",Colombia,585,"SEATTLE EXPECATIONS",110,Drama,PG-13,4.99,4,2005-05-28,2005-05-28,2005-06-03,6,late,6.99
77,active,"JANE BENNETT",Brazil,586,"CURTAIN VIDEOTAPE",133,Games,PG-13,0.99,7,2005-05-28,2005-05-28,2005-05-29,1,"on time",0.99
64,"non active","JUDITH COX",China,587,"FEUD FROGMEN",98,Family,R,0.99,6,2005-05-28,2005-05-28,2005-05-30,2,"on time",0.99
89,active,"JULIA FLORES",Argentina,588,"AMADEUS HOLY",113,Action,PG,0.99,6,2005-05-28,2005-05-28,2005-05-29,1,"on time",0.99
308,active,"THOMAS GRIGSBY","United States",589,"UNBREAKABLE KARATE",62,New,G,0.99,3,2005-05-28,2005-05-28,2005-06-03,6,late,3.99
462,active,"WARREN SHERROD","Russian Federation",590,"BUGSY SONG",119,Foreign,G,2.99,4,2005-05-28,2005-05-28,2005-06-02,5,late,3.99
19,active,"RUTH MARTINEZ","South Africa",591,"BLUES INSTINCT",50,Family,G,2.99,5,2005-05-28,2005-05-28,2005-05-29,1,"on time",2.99
244,active,"VIOLA HANSON",Philippines,592,"CHASING FIGHT",114,Family,PG,4.99,7,2005-05-28,2005-05-28,2005-05-29,1,"on time",4.99
16,"non active","SANDRA MARTIN","United Kingdom",593,"HALLOWEEN NUTS",47,Documentary,PG-13,2.99,6,2005-05-28,2005-05-28,2005-05-30,2,"on time",2.99
538,active,"TED BREAUX",China,594,"MURDER ANTITRUST",166,Children,PG,2.99,6,2005-05-28,2005-05-28,2005-05-30,2,"on time",2.99
294,active,"SHELLY WATTS","United States",595,"CELEBRITY HORN",110,Action,PG-13,0.99,7,2005-05-28,2005-05-28,2005-06-05,8,late,1.99
589,active,"TRACY HERRMANN",Ecuador,596,"CONQUERER NUTS",173,Drama,G,4.99,4,2005-05-28,2005-05-28,2005-05-29,1,"on time",4.99
249,active,"DORA MEDINA",China,597,"WIND PHANTOM",111,Games,R,0.99,6,2005-05-28,2005-05-28,2005-06-06,9,late,3.99
159,active,"JILL HAWKINS",Austria,598,"CELEBRITY HORN",110,Action,PG-13,0.99,7,2005-05-28,2005-05-28,2005-06-03,6,"on time",0.99
393,active,"PHILIP CAUSEY","Russian Federation",599,"TOURIST PELICAN",152,Sports,PG-13,4.99,4,2005-05-28,2005-05-28,2005-06-01,4,"on time",4.99
332,active,"STEPHEN QUALLS",Bangladesh,600,"FURY MURDER",178,Children,PG-13,0.99,3,2005-05-28,2005-05-28,2005-06-03,6,late,3.99
429,active,"FREDERICK ISBELL",Japan,601,"QUILLS BULL",112,Documentary,R,4.99,4,2005-05-28,2005-05-28,2005-06-04,7,late,7.99
590,active,"SETH HANNON",Bahrain,602,"ENTRAPMENT SATISFACTION",176,Action,R,0.99,5,2005-05-28,2005-05-28,2005-06-05,8,late,3.99
537,active,"CLINTON BUFORD","United States",603,"RANGE MOONWALKER",147,Family,PG,4.99,3,2005-05-28,2005-05-28,2005-05-29,1,"on time",4.99
426,active,"BRADLEY MOTLEY",India,604,"GANDHI KWAI",86,Family,PG-13,0.99,7,2005-05-28,2005-05-28,2005-06-03,6,"on time",0.99
501,active,"RUBEN GEARY",Poland,605,"UNBREAKABLE KARATE",62,New,G,0.99,3,2005-05-28,2005-05-28,2005-06-01,4,late,1.99
299,active,"JAMES GANNON",Japan,606,"SCARFACE BANG",102,Children,PG-13,4.99,3,2005-05-28,2005-05-28,2005-06-04,7,late,8.99
554,active,"DWAYNE OLVERA",India,607,"MASK PEACH",123,New,NC-17,2.99,6,2005-05-28,2005-05-28,2005-05-30,2,"on time",2.99
494,active,"RAMON CHOATE",Ecuador,608,"UNITED PILOT",164,Documentary,R,0.99,3,2005-05-28,2005-05-28,2005-06-04,7,late,4.99
150,active,"DANIELLE DANIELS",Mexico,609,"OUTBREAK DIVINE",169,Games,NC-17,0.99,6,2005-05-28,2005-05-28,2005-06-05,8,late,2.99
500,active,"REGINALD KINDER",Indonesia,610,"SIEGE MADRE",111,Family,R,0.99,7,2005-05-28,2005-05-28,2005-06-02,5,"on time",0.99
580,active,"ROSS GREY",Philippines,611,"EFFECT GLADIATOR",107,Family,PG,0.99,6,2005-05-28,2005-05-28,2005-05-31,3,"on time",0.99
161,active,"GERALDINE PERKINS",Israel,612,"ISLAND EXORCIST",84,Classics,NC-17,2.99,7,2005-05-28,2005-05-28,2005-05-30,2,"on time",2.99
595,active,"TERRENCE GUNDERSON",China,613,"BEAST HUNCHBACK",89,Classics,R,4.99,3,2005-05-28,2005-05-28,2005-06-02,5,late,6.99
307,active,"JOSEPH JOY",Brazil,614,"BEDAZZLED MARRIED",73,Family,PG,0.99,6,2005-05-28,2005-05-28,2005-06-04,7,late,1.99
533,active,"JESSIE MILAM",China,615,"ROSES TREASURE",162,Sports,PG-13,4.99,5,2005-05-28,2005-05-28,2005-06-03,6,late,5.99
471,active,"DEAN SAUER","South Africa",616,"DEER VIRGINIAN",106,Music,NC-17,2.99,7,2005-05-28,2005-05-28,2005-06-02,5,"on time",2.99
372,active,"STEVE MACKENZIE",Indonesia,617,"TOWN ARK",136,Foreign,R,2.99,6,2005-05-28,2005-05-28,2005-05-31,3,"on time",2.99
248,active,"CAROLINE BOWMAN","United States",618,"WHISPERER GIANT",59,Sci-Fi,PG-13,4.99,4,2005-05-28,2005-05-28,2005-06-01,4,"on time",4.99
407,active,"DALE RATCLIFF","South Africa",619,"MADISON TRAP",147,Documentary,R,2.99,4,2005-05-28,2005-05-28,2005-06-06,9,late,7.99
321,active,"KEVIN SCHULER",Nepal,620,"LOST BIRD",98,Foreign,PG-13,2.99,4,2005-05-28,2005-05-28,2005-06-04,7,late,5.99
239,active,"MINNIE ROMERO",Indonesia,621,"DRIFTER COMMANDMENTS",61,Action,PG-13,4.99,5,2005-05-28,2005-05-28,2005-05-30,2,"on time",4.99
109,active,"EDNA WEST","South Africa",622,"LEBOWSKI SOLDIERS",69,Drama,PG-13,2.99,6,2005-05-28,2005-05-28,2005-06-04,7,late,3.99
495,active,"CHARLIE BESS",China,623,"EASY GLADIATOR",148,Action,G,4.99,5,2005-05-28,2005-05-28,2005-05-30,2,"on time",4.99
569,active,"DAVE GARDINER",China,624,"SINNERS ATLANTIS",126,Horror,PG-13,2.99,7,2005-05-28,2005-05-28,2005-06-06,9,late,4.99
596,active,"ENRIQUE FORSYTHE",Greece,625,"ODDS BOOGIE",48,Family,NC-17,0.99,6,2005-05-28,2005-05-28,2005-06-01,4,"on time",0.99
584,active,"SALVADOR TEEL",Gambia,626,"BROOKLYN DESERT",161,Foreign,R,4.99,7,2005-05-28,2005-05-28,2005-06-01,4,"on time",4.99
241,"non active","HEIDI LARSON",China,627,"BRANNIGAN SUNRISE",121,New,PG,4.99,4,2005-05-28,2005-05-28,2005-06-04,7,late,7.99
173,active,"AUDREY RAY",Austria,628,"MAJESTIC FLOATS",130,Documentary,PG,0.99,5,2005-05-28,2005-05-28,2005-06-06,9,late,4.99
94,active,"NORMA GONZALES",Philippines,629,"FREDDY STORM",65,Horror,NC-17,4.99,6,2005-05-28,2005-05-28,2005-06-02,5,"on time",4.99
417,active,"TRAVIS ESTEP","Saudi Arabia",630,"ELEPHANT TROJAN",126,Horror,PG-13,4.99,4,2005-05-28,2005-05-28,2005-06-05,8,late,8.99
503,active,"ANGEL BARCLAY",Japan,631,"LUCK OPUS",152,Drama,NC-17,2.99,7,2005-05-28,2005-05-28,2005-06-03,6,"on time",2.99
442,active,"LEROY BUSTAMANTE",China,632,"ENEMY ODDS",77,Music,NC-17,4.99,5,2005-05-28,2005-05-28,2005-06-03,6,late,5.99
360,active,"RALPH MADRIGAL","Puerto Rico",633,"ALAMO VIDEOTAPE",126,Foreign,G,0.99,6,2005-05-28,2005-05-28,2005-06-03,6,"on time",0.99
428,active,"HERBERT KRUGER","Russian Federation",634,"MILE MULAN",64,Sports,PG,0.99,4,2005-05-28,2005-05-28,2005-06-05,8,late,4.99
42,active,"CAROLYN PEREZ",Thailand,635,"GLASS DYING",103,Action,G,0.99,4,2005-05-28,2005-05-28,2005-06-06,9,late,5.99
239,active,"MINNIE ROMERO",Indonesia,636,"TURN STAR",80,Animation,G,2.99,3,2005-05-28,2005-05-28,2005-06-04,7,late,6.99
250,active,"JO FOWLER",Nigeria,637,"GAMES BOWFINGER",119,Travel,PG-13,4.99,7,2005-05-28,2005-05-28,2005-05-29,1,"on time",4.99
372,active,"STEVE MACKENZIE",Indonesia,638,"MODERN DORADO",74,Documentary,PG,0.99,3,2005-05-28,2005-05-28,2005-06-02,5,late,2.99
198,active,"ELSIE KELLEY",Nigeria,639,"TROUBLE DATE",61,Travel,PG,2.99,6,2005-05-28,2005-05-28,2005-05-29,1,"on time",2.99
465,active,"FLOYD GANDY",Mexico,640,"CABIN FLASH",53,Children,NC-17,0.99,4,2005-05-28,2005-05-28,2005-05-30,2,"on time",0.99
396,active,"EARL SHANKS",Japan,641,"SECRET GROUNDHOG",90,Documentary,PG,4.99,6,2005-05-28,2005-05-28,2005-06-04,7,late,5.99
157,active,"DARLENE ROSE","North Korea",642,"ANTHEM LUKE",91,Comedy,PG-13,4.99,5,2005-05-28,2005-05-28,2005-06-01,4,"on time",4.99
240,active,"MARLENE WELCH",Japan,643,"PITTSBURGH HUNCHBACK",134,Family,PG-13,4.99,4,2005-05-28,2005-05-28,2005-05-31,3,"on time",4.99
316,active,"STEVEN CURLEY",India,644,"VELVET TERMINATOR",173,Comedy,R,4.99,3,2005-05-28,2005-05-28,2005-06-04,7,late,8.99
505,active,"RAFAEL ABNEY",Philippines,645,"POCUS PULP",138,Documentary,NC-17,0.99,6,2005-05-28,2005-05-28,2005-06-05,8,late,2.99
185,active,"ROBERTA HARPER",Iran,646,"HILLS NEIGHBORS",93,Action,G,0.99,5,2005-05-28,2005-05-28,2005-05-31,3,"on time",0.99
569,active,"DAVE GARDINER",China,647,"RUSH GOODFELLAS",48,Family,PG,0.99,3,2005-05-28,2005-05-28,2005-06-01,4,late,1.99
253,active,"TERRY CARLSON",Japan,648,"SASSY PACKER",154,Games,G,0.99,6,2005-05-28,2005-05-28,2005-06-03,6,"on time",0.99
197,active,"SUE PETERS",China,649,"GUN BONNIE",100,Games,G,0.99,7,2005-05-28,2005-05-28,2005-06-05,8,late,1.99
281,active,"LEONA OBRIEN",China,650,"WARDROBE PHANTOM",178,Drama,G,2.99,6,2005-05-28,2005-05-28,2005-05-29,1,"on time",2.99
266,active,"NORA HERRERA",Austria,651,"CLUELESS BUCKET",95,Action,R,2.99,4,2005-05-28,2005-05-28,2005-05-30,2,"on time",2.99
43,active,"CHRISTINE ROBERTS","French Polynesia",652,"EAGLES PANKY",140,New,NC-17,4.99,4,2005-05-28,2005-05-28,2005-05-29,1,"on time",4.99
327,active,"LARRY THRASHER",Turkey,653,"ANGELS LIFE",74,New,G,2.99,3,2005-05-28,2005-05-28,2005-06-04,7,late,6.99
23,active,"SARAH LEWIS",Latvia,654,"KNOCK WARLOCK",71,Comedy,PG-13,2.99,4,2005-05-28,2005-05-28,2005-05-30,2,"on time",2.99
287,active,"BECKY MILES",India,655,"BINGO TALENTED",150,Sci-Fi,PG-13,2.99,5,2005-05-28,2005-05-28,2005-05-31,3,"on time",2.99
437,active,"RANDALL NEUMANN","Dominican Republic",656,"NIGHTMARE CHILL",149,Games,PG,4.99,3,2005-05-28,2005-05-28,2005-05-30,2,"on time",4.99
65,active,"ROSE HOWARD","French Guiana",657,"CRAFT OUTFIELD",64,Drama,NC-17,0.99,6,2005-05-28,2005-05-28,2005-06-01,4,"on time",0.99
103,active,"GLADYS HAMILTON",Nigeria,658,"QUILLS BULL",112,Documentary,R,4.99,4,2005-05-28,2005-05-28,2005-06-06,9,late,9.99
207,active,"GERTRUDE CASTILLO",Greenland,659,"FANTASY TROOPERS",58,Action,PG-13,0.99,6,2005-05-28,2005-05-28,2005-05-31,3,"on time",0.99
578,active,"WILLARD LUMPKIN",Mexico,660,"FEUD FROGMEN",98,Family,R,0.99,6,2005-05-28,2005-05-28,2005-05-30,2,"on time",0.99
51,active,"ALICE STEWART","United States",661,"JET NEIGHBORS",59,Foreign,R,4.99,7,2005-05-28,2005-05-28,2005-06-02,5,"on time",4.99
166,active,"LYNN PAYNE",Malawi,662,"PACIFIC AMISTAD",144,Documentary,G,0.99,3,2005-05-28,2005-05-28,2005-06-01,4,late,1.99
176,active,"JUNE CARROLL",Algeria,663,"SWARM GOLD",123,Horror,PG-13,0.99,4,2005-05-28,2005-05-28,2005-06-02,5,late,1.99
523,active,"HARVEY GUAJARDO",Vietnam,664,"ALTER VICTORY",57,Animation,PG-13,0.99,6,2005-05-28,2005-05-28,2005-06-02,5,"on time",0.99
415,active,"GLENN PULLEN",Netherlands,665,"DETAILS PACKER",88,Games,R,4.99,4,2005-05-28,2005-05-28,2005-05-29,1,"on time",4.99
437,active,"RANDALL NEUMANN","Dominican Republic",666,"PHILADELPHIA WIFE",137,Sports,PG-13,4.99,7,2005-05-28,2005-05-28,2005-06-05,8,late,5.99
596,active,"ENRIQUE FORSYTHE",Greece,667,"CONFIDENTIAL INTERVIEW",180,Music,NC-17,4.99,6,2005-05-28,2005-05-28,2005-05-31,3,"on time",4.99
484,active,"ROBERTO VU",China,668,"SEA VIRGIN",80,Drama,PG,2.99,4,2005-05-28,2005-05-28,2005-05-29,1,"on time",2.99
313,active,"DONALD MAHON",China,669,"SLEEPING SUSPECTS",129,Horror,PG-13,4.99,7,2005-05-28,2005-05-28,2005-06-03,6,"on time",4.99
201,active,"VICKI FIELDS",Germany,670,"BALLOON HOMEWARD",75,Music,NC-17,2.99,5,2005-05-28,2005-05-28,2005-06-06,9,late,6.99
14,active,"BETTY WHITE","United States",671,"DIARY PANIC",107,Drama,G,2.99,7,2005-05-28,2005-05-28,2005-06-03,6,"on time",2.99
306,active,"CHARLES KOWALSKI",Malaysia,672,"CIRCUS YOUTH",90,Children,PG-13,2.99,5,2005-05-28,2005-05-28,2005-06-06,9,late,6.99
468,active,"TIM CARY",India,673,"GROOVE FICTION",111,Sports,NC-17,0.99,6,2005-05-28,2005-05-28,2005-06-01,4,"on time",0.99
87,active,"WANDA PATTERSON",Colombia,674,"DRIVER ANNIE",159,Sports,PG-13,2.99,4,2005-05-28,2005-05-28,2005-06-01,4,"on time",2.99
338,active,"DENNIS GILMAN","South Africa",675,"ENCOUNTERS CURTAIN",92,Drama,NC-17,0.99,5,2005-05-28,2005-05-28,2005-06-01,4,"on time",0.99
490,active,"SAM MCDUFFIE",Colombia,676,"LADY STAGE",67,Horror,PG,4.99,4,2005-05-28,2005-05-28,2005-05-29,1,"on time",4.99
194,active,"KRISTEN CHAVEZ",Japan,677,"YENTL IDAHO",86,Horror,R,4.99,5,2005-05-28,2005-05-28,2005-06-05,8,late,7.99
269,active,"CASSANDRA WALTERS","United States",678,"SOMETHING DUCK",180,Drama,NC-17,4.99,4,2005-05-28,2005-05-28,2005-06-03,6,late,6.99
526,active,"KARL SEAL","United States",679,"CYCLONE FAMILY",176,Foreign,PG,2.99,7,2005-05-28,2005-05-28,2005-06-06,9,late,4.99
482,"non active","MAURICE CRAWLEY",Mexico,680,"TRACY CIDER",142,Animation,G,0.99,3,2005-05-28,2005-05-28,2005-06-02,5,late,2.99
531,active,"JAMIE WAUGH",Japan,681,"ROBBERS JOON",102,Children,PG-13,2.99,7,2005-05-28,2005-05-28,2005-06-01,4,"on time",2.99
148,active,"ELEANOR HUNT",Réunion,682,"PREJUDICE OLEANDER",98,Classics,PG-13,4.99,6,2005-05-28,2005-05-28,2005-05-29,1,"on time",4.99
197,active,"SUE PETERS",China,683,"HURRICANE AFFAIR",49,Comedy,PG,2.99,6,2005-05-29,2005-05-29,2005-06-02,4,"on time",2.99
461,active,"DEREK BLAKELY",Philippines,684,"RAGING AIRPLANE",154,Sci-Fi,R,4.99,4,2005-05-29,2005-05-29,2005-06-04,6,late,6.99
